"","STABBR","degType","year","statetotal","comp_high_any","totalawards","share"
"1286","RI","Associate's and below",2013,6041,0,4469,0.739778182420129
"1287","RI","Associate's and below",2014,5499,0,3949,0.718130569194399
"1288","RI","Associate's and below",2014,5499,1,421,0.0765593744317149
"1289","RI","Bachelor's",2010,11485,0,9519,0.82882020026121
"1290","RI","Bachelor's",2010,11485,1,870,0.0757509795385285
"1291","RI","Bachelor's",2011,11715,1,1007,0.0859581732821169
"1292","RI","Bachelor's",2011,11715,0,9675,0.825864276568502
"1293","RI","Bachelor's",2012,11868,0,9902,0.834344455679137
"1294","RI","Bachelor's",2012,11868,1,983,0.0828277721604314
"1295","RI","Bachelor's",2013,11950,0,9870,0.825941422594142
"1296","RI","Bachelor's",2013,11950,1,1122,0.0938912133891213
"1297","RI","Bachelor's",2014,12310,1,1122,0.0911454102355808
"1298","RI","Bachelor's",2014,12310,0,10236,0.831519090170593
"1299","RI","Master's and Higher",2010,3189,0,2198,0.689244277202885
"1300","RI","Master's and Higher",2010,3189,1,325,0.101912825337096
"1301","RI","Master's and Higher",2011,3306,0,2494,0.754385964912281
"1302","RI","Master's and Higher",2011,3306,1,320,0.0967937084089534
"1303","RI","Master's and Higher",2012,3377,1,361,0.106899615042938
"1304","RI","Master's and Higher",2012,3377,0,2560,0.758069292271247
"1305","RI","Master's and Higher",2013,3459,0,2485,0.718415727088754
"1306","RI","Master's and Higher",2013,3459,1,370,0.106967331598728
"1307","RI","Master's and Higher",2014,3432,0,2694,0.784965034965035
"1308","RI","Master's and Higher",2014,3432,1,352,0.102564102564103
"1309","SC","Associate's and below",2010,18112,0,12647,0.698266342756184
"1310","SC","Associate's and below",2010,18112,1,1050,0.0579726148409894
"1311","SC","Associate's and below",2011,21156,1,1173,0.0554452637549631
"1312","SC","Associate's and below",2011,21156,0,14954,0.706844394025336
"1313","SC","Associate's and below",2012,23090,1,1318,0.0570809874404504
"1314","SC","Associate's and below",2012,23090,0,15510,0.671719359029883
"1315","SC","Associate's and below",2013,23047,1,1338,0.0580552783442531
"1316","SC","Associate's and below",2013,23047,0,15028,0.652058836291057
"1317","SC","Associate's and below",2014,22945,1,1248,0.0543909348441926
"1318","SC","Associate's and below",2014,22945,0,14693,0.640357376334713
"1319","SC","Bachelor's",2010,23372,1,1358,0.0581037138456272
"1320","SC","Bachelor's",2010,23372,0,19809,0.847552627075133
"1321","SC","Bachelor's",2011,24328,1,1507,0.0619450838539954
"1322","SC","Bachelor's",2011,24328,0,20561,0.845157842814864
"1323","SC","Bachelor's",2012,24622,1,1423,0.0577938429047194
"1324","SC","Bachelor's",2012,24622,0,20926,0.849890341970595
"1325","SC","Bachelor's",2013,25577,1,1592,0.0622434218242953
"1326","SC","Bachelor's",2013,25577,0,21551,0.842592954607655
"1327","SC","Bachelor's",2014,26018,0,21858,0.840110692597433
"1328","SC","Bachelor's",2014,26018,1,1734,0.0666461680375125
"1329","SC","Master's and Higher",2010,7354,1,503,0.0683981506663041
"1330","SC","Master's and Higher",2010,7354,0,5672,0.771280935545281
"1331","SC","Master's and Higher",2011,7589,0,5912,0.779022269073659
"1332","SC","Master's and Higher",2011,7589,1,610,0.0803794966398735
"1333","SC","Master's and Higher",2012,7739,1,639,0.0825688073394495
"1334","SC","Master's and Higher",2012,7739,0,6160,0.795968471378731
"1335","SC","Master's and Higher",2013,8069,1,687,0.0851406617920436
"1336","SC","Master's and Higher",2013,8069,0,6443,0.798488040649399
"1337","SC","Master's and Higher",2014,7937,1,688,0.086682625677208
"1338","SC","Master's and Higher",2014,7937,0,6347,0.799672420309941
"1339","SD","Associate's and below",2010,3226,0,2535,0.78580285182889
"1340","SD","Associate's and below",2010,3226,1,278,0.0861748295102294
"1341","SD","Associate's and below",2011,3971,0,3150,0.79325107025938
"1342","SD","Associate's and below",2011,3971,1,268,0.0674892974061949
"1343","SD","Associate's and below",2012,3875,1,288,0.0743225806451613
"1344","SD","Associate's and below",2012,3875,0,3041,0.784774193548387
"1345","SD","Associate's and below",2013,3756,0,2935,0.781416400425985
"1346","SD","Associate's and below",2013,3756,1,258,0.0686900958466454
"1347","SD","Associate's and below",2014,3882,0,3029,0.78026790314271
"1348","SD","Associate's and below",2014,3882,1,262,0.0674909840288511
"1349","SD","Bachelor's",2010,5501,1,490,0.0890747136884203
"1350","SD","Bachelor's",2010,5501,0,4455,0.809852754044719
"1351","SD","Bachelor's",2011,5747,0,4776,0.831042282930224
"1352","SD","Bachelor's",2011,5747,1,440,0.0765616843570559
"1353","SD","Bachelor's",2012,5889,1,524,0.0889794532178638
"1354","SD","Bachelor's",2012,5889,0,4697,0.797588724741043
"1355","SD","Bachelor's",2013,6232,1,540,0.0866495507060334
"1356","SD","Bachelor's",2013,6232,0,5012,0.804236200256739
"1357","SD","Bachelor's",2014,6261,0,4983,0.795879252515573
"1358","SD","Bachelor's",2014,6261,1,586,0.0935952723207155
"1359","SD","Master's and Higher",2010,1650,0,1260,0.763636363636364
"1360","SD","Master's and Higher",2010,1650,1,285,0.172727272727273
"1361","SD","Master's and Higher",2011,1766,1,285,0.161381653454134
"1362","SD","Master's and Higher",2011,1766,0,1360,0.770101925254813
"1363","SD","Master's and Higher",2012,1851,0,1413,0.763371150729335
"1364","SD","Master's and Higher",2012,1851,1,312,0.168557536466775
"1365","SD","Master's and Higher",2013,1907,1,321,0.168327215521762
"1366","SD","Master's and Higher",2013,1907,0,1450,0.760356581017305
"1367","SD","Master's and Higher",2014,1776,1,289,0.162725225225225
"1368","SD","Master's and Higher",2014,1776,0,1322,0.744369369369369
"1369","TN","Associate's and below",2010,28908,1,1217,0.0420990729209907
"1370","TN","Associate's and below",2010,28908,0,20201,0.698803099488031
"1371","TN","Associate's and below",2011,32776,0,22645,0.690901879423969
"1372","TN","Associate's and below",2011,32776,1,1641,0.0500671222845985
"1373","TN","Associate's and below",2012,37806,0,21901,0.579299582076919
"1374","TN","Associate's and below",2012,37806,1,1893,0.0500714172353595
"1375","TN","Associate's and below",2013,33705,0,20670,0.613262127280819
"1376","TN","Associate's and below",2013,33705,1,1636,0.0485387924640261
"1377","TN","Associate's and below",2014,32577,0,20366,0.625164993707217
"1378","TN","Associate's and below",2014,32577,1,1533,0.0470577401233999
"1379","TN","Bachelor's",2010,31361,0,24368,0.777016039029368
"1380","TN","Bachelor's",2010,31361,1,1850,0.0589904658652466
"1381","TN","Bachelor's",2011,32750,1,2007,0.0612824427480916
"1382","TN","Bachelor's",2011,32750,0,25908,0.791083969465649
"1383","TN","Bachelor's",2012,34070,1,2193,0.0643674787202818
"1384","TN","Bachelor's",2012,34070,0,27391,0.803962430290578
"1385","TN","Bachelor's",2013,35640,0,28315,0.794472502805836
"1386","TN","Bachelor's",2013,35640,1,2358,0.0661616161616162
"1387","TN","Bachelor's",2014,36029,0,28651,0.795220516805906
"1388","TN","Bachelor's",2014,36029,1,2423,0.0672513808321075
"1389","TN","Master's and Higher",2010,14830,0,11138,0.751045178691841
"1390","TN","Master's and Higher",2010,14830,1,2416,0.162913014160486
"1391","TN","Master's and Higher",2011,15496,0,12107,0.78129839958699
"1392","TN","Master's and Higher",2011,15496,1,2127,0.137261228704182
"1393","TN","Master's and Higher",2012,16350,0,12125,0.741590214067278
"1394","TN","Master's and Higher",2012,16350,1,2315,0.141590214067278
"1395","TN","Master's and Higher",2013,16538,0,12474,0.754262909662595
"1396","TN","Master's and Higher",2013,16538,1,2494,0.150804208489539
"1397","TN","Master's and Higher",2014,17105,1,2663,0.155685472084186
"1398","TN","Master's and Higher",2014,17105,0,12721,0.743700672318036
"1399","TX","Associate's and below",2010,133394,0,95801,0.718180727768865
"1400","TX","Associate's and below",2010,133394,1,7075,0.053038367542768
"1401","TX","Associate's and below",2011,142430,1,8176,0.057403636874254
"1402","TX","Associate's and below",2011,142430,0,101650,0.713683914905568
"1403","TX","Associate's and below",2012,143945,0,99065,0.68821424849769
"1404","TX","Associate's and below",2012,143945,1,8231,0.0571815624023064
"1405","TX","Associate's and below",2013,142066,0,95519,0.672356510354342
"1406","TX","Associate's and below",2013,142066,1,8331,0.0586417580561148
"1407","TX","Associate's and below",2014,141608,0,93495,0.660238122139992
"1408","TX","Associate's and below",2014,141608,1,8437,0.0595799672334896
"1409","TX","Bachelor's",2010,108460,0,83026,0.765498801401438
"1410","TX","Bachelor's",2010,108460,1,7592,0.0699981560022128
"1411","TX","Bachelor's",2011,111909,1,8345,0.0745695163034251
"1412","TX","Bachelor's",2011,111909,0,85102,0.760457157154474
"1413","TX","Bachelor's",2012,115593,0,87737,0.759016549445036
"1414","TX","Bachelor's",2012,115593,1,9052,0.0783092401789036
"1415","TX","Bachelor's",2013,119883,0,91212,0.760841820775256
"1416","TX","Bachelor's",2013,119883,1,9546,0.0796276369460224
"1417","TX","Bachelor's",2014,123582,1,10340,0.0836691427554175
"1418","TX","Bachelor's",2014,123582,0,94418,0.764010940104546
"1419","TX","Master's and Higher",2010,49830,0,38763,0.777904876580373
"1420","TX","Master's and Higher",2010,49830,1,6720,0.134858518964479
"1421","TX","Master's and Higher",2011,52773,0,40622,0.769749682602846
"1422","TX","Master's and Higher",2011,52773,1,7558,0.143217175449567
"1423","TX","Master's and Higher",2012,56355,1,8315,0.14754680152604
"1424","TX","Master's and Higher",2012,56355,0,43242,0.767314346553101
"1425","TX","Master's and Higher",2013,58197,0,44979,0.772874890458271
"1426","TX","Master's and Higher",2013,58197,1,8189,0.140711720535423
"1427","TX","Master's and Higher",2014,58187,0,44923,0.772045302215271
"1428","TX","Master's and Higher",2014,58187,1,8292,0.142506058054205
"1429","UT","Associate's and below",2010,19850,0,12362,0.622770780856423
"1430","UT","Associate's and below",2010,19850,1,571,0.0287657430730479
"1431","UT","Associate's and below",2011,22950,1,709,0.0308932461873638
"1432","UT","Associate's and below",2011,22950,0,14905,0.649455337690632
"1433","UT","Associate's and below",2012,23962,1,875,0.0365161505717386
"1434","UT","Associate's and below",2012,23962,0,15446,0.644603956264085
"1435","UT","Associate's and below",2013,23504,1,972,0.041354663036079
"1436","UT","Associate's and below",2013,23504,0,14955,0.636274676650783
"1437","UT","Associate's and below",2014,25051,1,1096,0.0437507484731148
"1438","UT","Associate's and below",2014,25051,0,15583,0.622051015927508
"1439","UT","Bachelor's",2010,23094,1,2037,0.0882047285009093
"1440","UT","Bachelor's",2010,23094,0,18747,0.811769290724864
"1441","UT","Bachelor's",2011,25344,1,2192,0.086489898989899
"1442","UT","Bachelor's",2011,25344,0,20559,0.811197916666667
"1443","UT","Bachelor's",2012,27464,0,22177,0.807493445965628
"1444","UT","Bachelor's",2012,27464,1,2539,0.0924482959510632
"1445","UT","Bachelor's",2013,29441,0,23768,0.807309534322883
"1446","UT","Bachelor's",2013,29441,1,2878,0.0977548316972929
"1447","UT","Bachelor's",2014,30702,0,25033,0.815354048596183
"1448","UT","Bachelor's",2014,30702,1,3246,0.105726011334766
"1449","UT","Master's and Higher",2010,6801,1,948,0.139391265990296
"1450","UT","Master's and Higher",2010,6801,0,5233,0.769445669754448
"1451","UT","Master's and Higher",2011,8154,0,6168,0.756438557763061
"1452","UT","Master's and Higher",2011,8154,1,1153,0.14140299239637
"1453","UT","Master's and Higher",2012,8930,1,1273,0.142553191489362
"1454","UT","Master's and Higher",2012,8930,0,6633,0.742777155655095
"1455","UT","Master's and Higher",2013,9754,0,6932,0.710682796801312
"1456","UT","Master's and Higher",2013,9754,1,1722,0.176542956735698
"1457","UT","Master's and Higher",2014,10948,1,1969,0.179850200949945
"1458","UT","Master's and Higher",2014,10948,0,7682,0.701680672268908
"1459","VA","Associate's and below",2010,37049,0,21338,0.575939971389241
"1460","VA","Associate's and below",2010,37049,1,2458,0.0663445707036627
"1461","VA","Associate's and below",2011,44313,0,26290,0.593279624489428
"1462","VA","Associate's and below",2011,44313,1,2741,0.0618554374562769
"1463","VA","Associate's and below",2012,48478,1,3120,0.0643590907215644
"1464","VA","Associate's and below",2012,48478,0,27240,0.56190436899212
"1465","VA","Associate's and below",2013,46678,0,25656,0.549637945070483
"1466","VA","Associate's and below",2013,46678,1,2882,0.0617421483354043
"1467","VA","Associate's and below",2014,46215,0,25676,0.555577193551877
"1468","VA","Associate's and below",2014,46215,1,2748,0.0594612138915936
"1469","VA","Bachelor's",2010,49112,1,4385,0.0892857142857143
"1470","VA","Bachelor's",2010,49112,0,38146,0.776714448607265
"1471","VA","Bachelor's",2011,53054,0,40969,0.772213216722585
"1472","VA","Bachelor's",2011,53054,1,5039,0.0949787009462058
"1473","VA","Bachelor's",2012,57218,1,5477,0.0957216260617288
"1474","VA","Bachelor's",2012,57218,0,43969,0.76844699220525
"1475","VA","Bachelor's",2013,59071,1,5926,0.100319953953717
"1476","VA","Bachelor's",2013,59071,0,45074,0.763047857662813
"1477","VA","Bachelor's",2014,60082,0,45644,0.759695083386039
"1478","VA","Bachelor's",2014,60082,1,6198,0.103159016011451
"1479","VA","Master's and Higher",2010,24199,0,17598,0.72722013306335
"1480","VA","Master's and Higher",2010,24199,1,3878,0.160254555973387
"1481","VA","Master's and Higher",2011,26419,1,3836,0.145198531360006
"1482","VA","Master's and Higher",2011,26419,0,19720,0.746432491767289
"1483","VA","Master's and Higher",2012,27629,0,20919,0.757139237757429
"1484","VA","Master's and Higher",2012,27629,1,3837,0.138875818885953
"1485","VA","Master's and Higher",2013,28733,0,21877,0.761389343263843
"1486","VA","Master's and Higher",2013,28733,1,3888,0.135314794835207
"1487","VA","Master's and Higher",2014,30266,1,3930,0.129848675080949
"1488","VA","Master's and Higher",2014,30266,0,23226,0.767395757615806
"1489","VI","Associate's and below",2010,74,1,16,0.216216216216216
"1490","VI","Associate's and below",2010,74,0,50,0.675675675675676
"1491","VI","Associate's and below",2011,75,0,58,0.773333333333333
"1492","VI","Associate's and below",2011,75,1,12,0.16
"1493","VI","Associate's and below",2012,73,1,20,0.273972602739726
"1494","VI","Associate's and below",2012,73,0,50,0.684931506849315
"1495","VI","Associate's and below",2013,65,0,49,0.753846153846154
"1496","VI","Associate's and below",2013,65,1,13,0.2
"1497","VI","Associate's and below",2014,58,0,48,0.827586206896552
"1498","VI","Associate's and below",2014,58,1,8,0.137931034482759
"1499","VI","Bachelor's",2010,252,0,239,0.948412698412698
"1500","VI","Bachelor's",2010,252,1,10,0.0396825396825397
"1501","VI","Bachelor's",2011,229,0,205,0.895196506550218
"1502","VI","Bachelor's",2011,229,1,18,0.0786026200873362
"1503","VI","Bachelor's",2012,237,1,11,0.0464135021097046
"1504","VI","Bachelor's",2012,237,0,219,0.924050632911392
"1505","VI","Bachelor's",2013,211,1,7,0.033175355450237
"1506","VI","Bachelor's",2013,211,0,197,0.933649289099526
"1507","VI","Bachelor's",2014,214,0,200,0.934579439252336
"1508","VI","Bachelor's",2014,214,1,13,0.0607476635514019
"1509","VI","Master's and Higher",2010,57,0,45,0.789473684210526
"1510","VI","Master's and Higher",2011,34,0,22,0.647058823529412
"1511","VI","Master's and Higher",2012,53,0,37,0.69811320754717
"1512","VI","Master's and Higher",2013,56,0,38,0.678571428571429
"1513","VI","Master's and Higher",2014,50,0,38,0.76
"1514","VT","Associate's and below",2010,1754,0,1227,0.699543899657925
"1515","VT","Associate's and below",2010,1754,1,64,0.0364880273660205
"1516","VT","Associate's and below",2011,1793,0,1189,0.663134411600669
"1517","VT","Associate's and below",2011,1793,1,72,0.0401561628555494
"1518","VT","Associate's and below",2012,1758,0,1181,0.671786120591581
"1519","VT","Associate's and below",2012,1758,1,75,0.0426621160409556
"1520","VT","Associate's and below",2013,1823,0,1203,0.65990126165661
"1521","VT","Associate's and below",2013,1823,1,55,0.0301700493691717
"1522","VT","Associate's and below",2014,1715,0,1127,0.657142857142857
"1523","VT","Associate's and below",2014,1715,1,64,0.0373177842565598
"1524","VT","Bachelor's",2010,6541,0,5346,0.81730622229017
"1525","VT","Bachelor's",2010,6541,1,373,0.0570249197370433
"1526","VT","Bachelor's",2011,6786,1,442,0.0651340996168582
"1527","VT","Bachelor's",2011,6786,0,5570,0.820807544945476
"1528","VT","Bachelor's",2012,6893,0,5587,0.810532424198462
"1529","VT","Bachelor's",2012,6893,1,479,0.0694907877556942
"1530","VT","Bachelor's",2013,6872,0,5449,0.792927823050058
"1531","VT","Bachelor's",2013,6872,1,550,0.080034924330617
"1532","VT","Bachelor's",2014,6830,1,470,0.068814055636896
"1533","VT","Bachelor's",2014,6830,0,5474,0.801464128843338
"1534","VT","Master's and Higher",2010,2633,0,1949,0.740220281048234
"1535","VT","Master's and Higher",2010,2633,1,268,0.101785036080517
"1536","VT","Master's and Higher",2011,2794,0,2161,0.77344309234073
"1537","VT","Master's and Higher",2011,2794,1,274,0.098067287043665
"1538","VT","Master's and Higher",2012,2929,0,2282,0.779105496756572
"1539","VT","Master's and Higher",2012,2929,1,288,0.098327074086719
"1540","VT","Master's and Higher",2013,3657,1,326,0.0891441071916872
"1541","VT","Master's and Higher",2013,3657,0,2906,0.794640415641236
"1542","VT","Master's and Higher",2014,2686,0,2068,0.769918093819806
"1543","VT","Master's and Higher",2014,2686,1,237,0.0882352941176471
"1544","WA","Associate's and below",2010,49663,0,28829,0.580492519581983
"1545","WA","Associate's and below",2010,49663,1,2934,0.0590781869802469
"1546","WA","Associate's and below",2011,56367,1,3307,0.0586690794259052
"1547","WA","Associate's and below",2011,56367,0,33089,0.587027870917381
"1548","WA","Associate's and below",2012,57996,1,3558,0.0613490585557625
"1549","WA","Associate's and below",2012,57996,0,34358,0.592420166908063
"1550","WA","Associate's and below",2013,59668,1,3510,0.0588255011061205
"1551","WA","Associate's and below",2013,59668,0,35298,0.591573372662063
"1552","WA","Associate's and below",2014,57406,1,3479,0.060603421245166
"1553","WA","Associate's and below",2014,57406,0,33291,0.579921959377069
"1554","WA","Bachelor's",2010,32875,0,25499,0.775634980988593
"1555","WA","Bachelor's",2010,32875,1,2595,0.07893536121673
"1556","WA","Bachelor's",2011,34008,1,2639,0.0775993883792049
"1557","WA","Bachelor's",2011,34008,0,26465,0.778199247235944
"1558","WA","Bachelor's",2012,35183,0,27397,0.778699940312083
"1559","WA","Bachelor's",2012,35183,1,2968,0.0843589233436603
"1560","WA","Bachelor's",2013,35329,0,27671,0.783237566871409
"1561","WA","Bachelor's",2013,35329,1,3331,0.0942851481785502
"1562","WA","Bachelor's",2014,35040,0,27153,0.774914383561644
"1563","WA","Bachelor's",2014,35040,1,3646,0.104052511415525
"1564","WA","Master's and Higher",2010,12286,1,1143,0.0930327201692984
"1565","WA","Master's and Higher",2010,12286,0,9814,0.798795376851701
"1566","WA","Master's and Higher",2011,12387,1,982,0.0792766610155809
"1567","WA","Master's and Higher",2011,12387,0,10141,0.818680875111004
"1568","WA","Master's and Higher",2012,12438,0,10262,0.82505225920566
"1569","WA","Master's and Higher",2012,12438,1,1116,0.0897250361794501
"1570","WA","Master's and Higher",2013,12507,0,10021,0.801231310466139
"1571","WA","Master's and Higher",2013,12507,1,1429,0.114256016630687
"1572","WA","Master's and Higher",2014,11980,0,9522,0.794824707846411
"1573","WA","Master's and Higher",2014,11980,1,1521,0.126961602671119
"1574","WI","Associate's and below",2010,33253,0,27547,0.828406459567558
"1575","WI","Associate's and below",2010,33253,1,1682,0.0505819023847472
"1576","WI","Associate's and below",2011,36691,1,2091,0.0569894524542803
"1577","WI","Associate's and below",2011,36691,0,29830,0.813005914256902
"1578","WI","Associate's and below",2012,38031,1,2339,0.0615024585206805
"1579","WI","Associate's and below",2012,38031,0,30701,0.807262496384528
"1580","WI","Associate's and below",2013,36329,1,2353,0.0647691926560049
"1581","WI","Associate's and below",2013,36329,0,29045,0.799499022819235
"1582","WI","Associate's and below",2014,34956,0,28492,0.815081817141549
"1583","WI","Associate's and below",2014,34956,1,2048,0.0585879391234695
"1584","WI","Bachelor's",2010,39204,1,2612,0.0666258545046424
"1585","WI","Bachelor's",2010,39204,0,33138,0.845270890725436
"1586","WI","Bachelor's",2011,40471,1,2765,0.0683205258086037
"1587","WI","Bachelor's",2011,40471,0,34030,0.840849002989795
"1588","WI","Bachelor's",2012,41248,1,2941,0.0713004266873545
"1589","WI","Bachelor's",2012,41248,0,34712,0.841543832428239
"1590","WI","Bachelor's",2013,42369,1,3050,0.0719865939720078
"1591","WI","Bachelor's",2013,42369,0,35543,0.838891642474451
"1592","WI","Bachelor's",2014,42609,0,35448,0.831936914736323
"1593","WI","Bachelor's",2014,42609,1,3238,0.0759933347414865
"1594","WI","Master's and Higher",2010,11897,1,906,0.0761536521812222
"1595","WI","Master's and Higher",2010,11897,0,9069,0.76229301504581
"1596","WI","Master's and Higher",2011,12234,1,1125,0.0919568415890142
"1597","WI","Master's and Higher",2011,12234,0,9436,0.771293117541278
"1598","WI","Master's and Higher",2012,12656,0,9867,0.779630214917826
"1599","WI","Master's and Higher",2012,12656,1,1183,0.0934734513274336
"1600","WI","Master's and Higher",2013,12366,0,9618,0.777777777777778
"1601","WI","Master's and Higher",2013,12366,1,1249,0.101002749474365
"1602","WI","Master's and Higher",2014,11686,0,8909,0.762365223344173
"1603","WI","Master's and Higher",2014,11686,1,1244,0.106452164983741
"1604","WV","Associate's and below",2010,7122,0,5120,0.718899185622016
"1605","WV","Associate's and below",2010,7122,1,344,0.0483010390339792
"1606","WV","Associate's and below",2011,8158,0,5653,0.692939445942633
"1607","WV","Associate's and below",2011,8158,1,547,0.0670507477322873
"1608","WV","Associate's and below",2012,8496,1,668,0.0786252354048964
"1609","WV","Associate's and below",2012,8496,0,5558,0.654190207156309
"1610","WV","Associate's and below",2013,8941,1,721,0.0806397494687395
"1611","WV","Associate's and below",2013,8941,0,5605,0.626887372777094
"1612","WV","Associate's and below",2014,9742,0,6099,0.626052145350031
"1613","WV","Associate's and below",2014,9742,1,540,0.0554300964894272
"1614","WV","Bachelor's",2010,12209,0,9504,0.778442132852813
"1615","WV","Bachelor's",2010,12209,1,750,0.0614300925546728
"1616","WV","Bachelor's",2011,13179,1,885,0.0671522877304803
"1617","WV","Bachelor's",2011,13179,0,10141,0.769481751270961
"1618","WV","Bachelor's",2012,14376,1,986,0.0685865331107401
"1619","WV","Bachelor's",2012,14376,0,10590,0.736644407345576
"1620","WV","Bachelor's",2013,14721,1,1080,0.0733645812105156
"1621","WV","Bachelor's",2013,14721,0,11394,0.77399633177094
"1622","WV","Bachelor's",2014,16039,0,12510,0.779973813828792
"1623","WV","Bachelor's",2014,16039,1,1222,0.0761892886090155
"1624","WV","Master's and Higher",2010,6082,0,4977,0.818316343308122
"1625","WV","Master's and Higher",2010,6082,1,213,0.0350213745478461
"1626","WV","Master's and Higher",2011,6965,1,255,0.0366116295764537
"1627","WV","Master's and Higher",2011,6965,0,5845,0.839195979899497
"1628","WV","Master's and Higher",2012,7298,0,6120,0.838585913949027
"1629","WV","Master's and Higher",2012,7298,1,255,0.0349410797478761
"1630","WV","Master's and Higher",2013,7534,1,245,0.0325192460844173
"1631","WV","Master's and Higher",2013,7534,0,6563,0.871117600212371
"1632","WV","Master's and Higher",2014,7900,0,6890,0.872151898734177
"1633","WV","Master's and Higher",2014,7900,1,323,0.0408860759493671
"1634","WY","Associate's and below",2010,4529,0,3139,0.693088982115257
"1635","WY","Associate's and below",2010,4529,1,161,0.035548686244204
"1636","WY","Associate's and below",2011,5238,0,3616,0.690339824360443
"1637","WY","Associate's and below",2011,5238,1,172,0.0328369606720122
"1638","WY","Associate's and below",2012,4364,0,3031,0.694546287809349
"1639","WY","Associate's and below",2012,4364,1,246,0.0563703024747938
"1640","WY","Associate's and below",2013,5390,0,3770,0.699443413729128
"1641","WY","Associate's and below",2013,5390,1,264,0.0489795918367347
"1642","WY","Associate's and below",2014,5295,0,3740,0.70632672332389
"1643","WY","Associate's and below",2014,5295,1,232,0.0438149197355996
"1644","WY","Bachelor's",2010,1970,0,1738,0.882233502538071
"1645","WY","Bachelor's",2010,1970,1,173,0.0878172588832487
"1646","WY","Bachelor's",2011,2040,1,193,0.0946078431372549
"1647","WY","Bachelor's",2011,2040,0,1777,0.871078431372549
"1648","WY","Bachelor's",2012,2270,0,1935,0.852422907488987
"1649","WY","Bachelor's",2012,2270,1,232,0.102202643171806
"1650","WY","Bachelor's",2013,2269,0,1894,0.834728955486999
"1651","WY","Bachelor's",2013,2269,1,261,0.115028646981049
"1652","WY","Bachelor's",2014,2186,1,244,0.111619396157365
"1653","WY","Bachelor's",2014,2186,0,1844,0.843549862763038
"1654","WY","Master's and Higher",2010,587,0,531,0.904599659284497
"1655","WY","Master's and Higher",2010,587,1,52,0.0885860306643952
"1656","WY","Master's and Higher",2011,690,0,593,0.859420289855072
"1657","WY","Master's and Higher",2011,690,1,84,0.121739130434783
"1658","WY","Master's and Higher",2012,709,0,624,0.880112834978843
"1659","WY","Master's and Higher",2012,709,1,78,0.110014104372355
"1660","WY","Master's and Higher",2013,708,1,63,0.0889830508474576
"1661","WY","Master's and Higher",2013,708,0,632,0.892655367231638
"1662","WY","Master's and Higher",2014,711,0,598,0.841068917018284
"1663","WY","Master's and Higher",2014,711,1,92,0.129395218002813
